dataset,method,auc,pr,runtime,seed,shuffled
backdoor,RSH,0.513646066,0.038285147,28.68443203,0,FALSE
backdoor,RSH,0.586741183,0.045189843,27.68589091,2,FALSE
backdoor,RSH,0.706297239,0.059769119,32.0637536,1,FALSE
backdoor,RSH,0.583305886,0.045843831,29.49408174,9,FALSE
backdoor,RSH,0.59980009,0.045387857,28.4855988,5,FALSE
backdoor,RSH,0.678662013,0.057476649,29.14373446,3,FALSE
backdoor,RSH,0.654871222,0.058221681,32.68160343,7,FALSE
campaign,RSH,0.721745158,0.285336906,3.765062094,6,FALSE
campaign,RSH,0.707455671,0.257208324,3.723114491,2,FALSE
campaign,RSH,0.719746287,0.284117473,4.800071478,8,FALSE
campaign,RSH,0.742359375,0.307457489,4.739632368,4,FALSE
campaign,RSH,0.716262854,0.30593799,4.800059557,0,FALSE
campaign,RSH,0.714428392,0.285412602,3.614543676,1,FALSE
campaign,RSH,0.692812287,0.248092123,3.802437067,3,FALSE
campaign,RSH,0.714320575,0.296955516,3.701910973,5,FALSE
campaign,RSH,0.720552955,0.289263089,4.98055768,7,FALSE
campaign,RSH,0.728808867,0.299735035,3.667994738,9,FALSE
celeba,RSH,0.697728854,0.054276254,13.09653521,3,FALSE
celeba,RSH,0.709751628,0.063407994,17.56210947,5,FALSE
celeba,RSH,0.747148147,0.075599721,13.09362888,7,FALSE
celeba,RSH,0.726076253,0.062673679,18.28371668,9,FALSE
celeba,RSH,0.750315857,0.07634074,19.0622468,4,FALSE
celeba,RSH,0.734276155,0.070348801,15.09996843,0,FALSE
celeba,RSH,0.696240089,0.058383091,17.55666733,1,FALSE
celeba,RSH,0.724852661,0.059547068,17.2998569,8,FALSE
celeba,RSH,0.73240864,0.070969802,12.91908908,6,FALSE
celeba,RSH,0.755380927,0.086237688,17.30393672,2,FALSE
census,RSH,0.597564596,0.071488663,199.266551,4,FALSE
census,RSH,0.601475739,0.072723062,202.3900106,0,FALSE
census,RSH,0.62434951,0.076499635,190.7755327,8,FALSE
census,RSH,0.635559971,0.083167608,194.3374205,2,FALSE
census,RSH,0.571816403,0.067943053,201.750973,7,FALSE
census,RSH,0.540812556,0.062907972,186.4403212,9,FALSE
census,RSH,0.542611962,0.064307131,213.6982515,1,FALSE
census,RSH,0.633790691,0.085086736,223.1736972,3,FALSE
census,RSH,0.614060831,0.073620459,212.8233938,6,FALSE
census,RSH,0.63890609,0.080132578,212.1223264,5,FALSE
cover,RSH,0.399764881,0.007862572,22.85804367,7,FALSE
cover,RSH,0.402295994,0.007794417,18.26101756,4,FALSE
cover,RSH,0.381115522,0.007860903,22.3136003,3,FALSE
cover,RSH,0.29750081,0.006503257,21.62946224,8,FALSE
cover,RSH,0.491818658,0.009391669,22.9824574,9,FALSE
cover,RSH,0.420887648,0.008152476,18.3364563,5,FALSE
cover,RSH,0.368220569,0.007419974,22.44938231,6,FALSE
cover,RSH,0.527709082,0.010434912,17.49429822,2,FALSE
cover,RSH,0.420492228,0.008115993,21.58683372,1,FALSE
cover,RSH,0.474278672,0.009062309,17.70533895,0,FALSE
donors,RSH,0.773850913,0.113873713,26.10049844,2,FALSE
donors,RSH,0.722183133,0.09444852,28.5007937,0,FALSE
donors,RSH,0.716817486,0.091451802,28.42825127,1,FALSE
donors,RSH,0.752181371,0.103985094,21.24142694,3,FALSE
donors,RSH,0.770519874,0.114203141,28.0019722,7,FALSE
donors,RSH,0.734123153,0.098109018,21.53423309,4,FALSE
donors,RSH,0.749998908,0.106243208,23.18016243,6,FALSE
donors,RSH,0.733770038,0.099495063,28.43450546,5,FALSE
donors,RSH,0.749868968,0.103625024,23.57188225,9,FALSE
donors,RSH,0.74775078,0.10471866,20.34982848,8,FALSE
fraud,RSH,0.944395994,0.192309578,17.61780262,6,FALSE
fraud,RSH,0.945226732,0.194097424,14.89060831,3,FALSE
fraud,RSH,0.948711487,0.199034751,14.20223999,4,FALSE
fraud,RSH,0.952541682,0.263906427,16.32947111,2,FALSE
fraud,RSH,0.952602361,0.185767606,16.13060617,7,FALSE
fraud,RSH,0.951521465,0.302820121,14.68194604,5,FALSE
fraud,RSH,0.957301832,0.251539347,14.76637793,1,FALSE
fraud,RSH,0.950164759,0.211754426,19.78901958,8,FALSE
fraud,RSH,0.958549975,0.266821526,21.27743673,9,FALSE
fraud,RSH,0.951163208,0.247890839,19.90496492,0,FALSE
http,RSH,0.073300391,0.002274764,20.10728407,8,FALSE
http,RSH,0.075245286,0.002385323,19.99482346,6,FALSE
http,RSH,0.074025304,0.002293708,14.44117451,7,FALSE
http,RSH,0.077086515,0.002300447,16.38518977,3,FALSE
http,RSH,0.074252041,0.002308417,18.99939179,1,FALSE
http,RSH,0.071215181,0.002311164,14.09657598,9,FALSE
http,RSH,0.072256178,0.002332509,14.62377477,2,FALSE
http,RSH,0.076044474,0.002307462,19.41609216,5,FALSE
http,RSH,0.073485775,0.002300633,14.14872861,4,FALSE
http,RSH,0.081242913,0.002303688,21.08281684,0,FALSE
mammography,RSH,0.846857372,0.1316037,0.609819174,4,FALSE
mammography,RSH,0.842140966,0.131372439,0.612074375,9,FALSE
mammography,RSH,0.841849238,0.134222934,0.614476442,2,FALSE
mammography,RSH,0.834615209,0.107573373,0.620654345,7,FALSE
mammography,RSH,0.831434024,0.106956668,0.447668314,8,FALSE
mammography,RSH,0.851985225,0.165005252,0.451351643,3,FALSE
mammography,RSH,0.837252375,0.115355815,0.575320959,1,FALSE
mammography,RSH,0.834946197,0.124484124,0.426308393,5,FALSE
mammography,RSH,0.83881559,0.113568153,0.57291007,6,FALSE
mammography,RSH,0.842708047,0.125374348,0.429175138,0,FALSE
mulcross,RSH,0.148453459,0.056663311,10.58337402,2,FALSE
mulcross,RSH,0.157614924,0.057345479,10.97737384,5,FALSE
mulcross,RSH,0.176168558,0.0583532,13.6667757,6,FALSE
mulcross,RSH,0.233343039,0.061873301,14.01713872,0,FALSE
mulcross,RSH,0.188177649,0.058952617,13.93820095,4,FALSE
mulcross,RSH,0.193305871,0.059048243,13.91724706,3,FALSE
mulcross,RSH,0.175337597,0.058153228,12.97191405,8,FALSE
mulcross,RSH,0.141449804,0.056259121,13.45935869,9,FALSE
mulcross,RSH,0.19207705,0.059031829,13.85009885,7,FALSE
mulcross,RSH,0.186467202,0.058726552,14.17177773,1,FALSE
nyc taxi,RSH,0.491217099,0.050980695,0.65788269,4,FALSE
nyc taxi,RSH,0.499277109,0.0518235,0.68297267,6,FALSE
nyc taxi,RSH,0.493433824,0.051268328,0.656078815,5,FALSE
nyc taxi,RSH,0.497423165,0.051802831,0.670498133,7,FALSE
nyc taxi,RSH,0.490759262,0.050947634,0.65659523,1,FALSE
nyc taxi,RSH,0.496490806,0.051622527,0.644200563,9,FALSE
nyc taxi,RSH,0.519187014,0.054227807,0.535266876,2,FALSE
nyc taxi,RSH,0.489407203,0.051052288,0.670796394,3,FALSE
nyc taxi,RSH,0.484574362,0.05026001,0.65732336,0,FALSE
nyc taxi,RSH,0.487562507,0.050650507,0.592442274,8,FALSE
nyc taxi shingle,RSH,0.5,0.052175606,1.352283716,5,FALSE
nyc taxi shingle,RSH,0.500102701,0.052185766,1.362408876,8,FALSE
nyc taxi shingle,RSH,0.5,0.052175606,1.363021374,0,FALSE
nyc taxi shingle,RSH,0.5,0.052175606,1.001627922,3,FALSE
nyc taxi shingle,RSH,0.500051351,0.052180685,1.287411928,9,FALSE
nyc taxi shingle,RSH,0.500051351,0.052180685,1.288457155,1,FALSE
nyc taxi shingle,RSH,0.500102701,0.052185766,1.100790501,4,FALSE
nyc taxi shingle,RSH,0.5,0.052175606,1.352696896,6,FALSE
nyc taxi shingle,RSH,0.500051351,0.052180685,1.059100628,2,FALSE
nyc taxi shingle,RSH,0.500051351,0.052180685,1.359636784,7,FALSE
shuttle,RSH,0.881222468,0.539566052,3.51700449,7,FALSE
shuttle,RSH,0.866585969,0.454303459,3.064287186,9,FALSE
shuttle,RSH,0.888202983,0.632347724,3.479012966,1,FALSE
shuttle,RSH,0.89862657,0.609711584,3.509354591,2,FALSE
shuttle,RSH,0.829840945,0.402257763,2.7789042,5,FALSE
shuttle,RSH,0.898421609,0.589574417,2.708094835,3,FALSE
shuttle,RSH,0.909980164,0.58751862,3.498121262,0,FALSE
shuttle,RSH,0.845317381,0.408019345,3.623779297,8,FALSE
shuttle,RSH,0.811217224,0.284555994,3.614983082,6,FALSE
shuttle,RSH,0.910542557,0.666978693,3.466760159,4,FALSE
smtp,RSH,0.833307052,0.017150199,3.405284882,3,FALSE
smtp,RSH,0.834163986,0.007603468,3.399319887,6,FALSE
smtp,RSH,0.830967524,0.015443372,3.708151102,7,FALSE
smtp,RSH,0.835578075,0.011197111,3.285018206,0,FALSE
smtp,RSH,0.835100638,0.016433021,3.71022296,5,FALSE
smtp,RSH,0.840463876,0.016889996,2.343097687,2,FALSE
smtp,RSH,0.833325099,0.016393998,3.718143225,9,FALSE
smtp,RSH,0.835690908,0.013654605,3.290300846,8,FALSE
smtp,RSH,0.835856653,0.013590033,2.563237906,4,FALSE
smtp,RSH,0.834146115,0.015189026,2.439707756,1,FALSE
insects,RSH,0.691115446,0.089007524,16.86163163,7,FALSE
insects,RSH,0.763578553,0.122291288,13.48315501,0,FALSE
insects,RSH,0.714383415,0.10181793,18.80210471,4,FALSE
insects,RSH,0.745078649,0.109973901,17.01293278,5,FALSE
insects,RSH,0.753564391,0.11484126,13.05189872,2,FALSE
insects,RSH,0.726636747,0.099755556,17.08167672,3,FALSE
insects,RSH,0.698111722,0.09221631,17.64277864,9,FALSE
insects,RSH,0.725911474,0.105042829,18.76297903,1,FALSE
insects,RSH,0.767165554,0.125067438,17.65113068,6,FALSE
insects,RSH,0.776432597,0.134231,17.22740006,8,FALSE
Tuesday-WorkingHours,RSH,0.320139429,0.020829996,75.2648046,9,FALSE
Tuesday-WorkingHours,RSH,0.350447893,0.021528022,79.74137592,0,FALSE
Tuesday-WorkingHours,RSH,0.335517082,0.020945495,73.61282921,8,FALSE
Tuesday-WorkingHours,RSH,0.3254467,0.020674859,68.67007446,5,FALSE
Tuesday-WorkingHours,RSH,0.349552707,0.021470809,72.88768721,7,FALSE
Tuesday-WorkingHours,RSH,0.30681337,0.020158962,75.26504135,1,FALSE
Tuesday-WorkingHours,RSH,0.345082605,0.021277961,78.22215176,4,FALSE
Tuesday-WorkingHours,RSH,0.337563722,0.021028676,75.4411397,3,FALSE
Tuesday-WorkingHours,RSH,0.321228596,0.020531086,71.74498963,2,FALSE
Tuesday-WorkingHours,RSH,0.323970905,0.020610983,77.01965427,6,FALSE
Thursday-WorkingHours-Morning-WebAttacks,RSH,0.179814246,0.007332671,29.27423525,9,FALSE
Thursday-WorkingHours-Morning-WebAttacks,RSH,0.226895965,0.007666036,27.20368862,8,FALSE
Thursday-WorkingHours-Morning-WebAttacks,RSH,0.183247207,0.007279646,27.75669789,7,FALSE
Thursday-WorkingHours-Morning-WebAttacks,RSH,0.208708577,0.007545663,28.560534,3,FALSE
Thursday-WorkingHours-Morning-WebAttacks,RSH,0.199785076,0.007438724,28.72591281,6,FALSE
Thursday-WorkingHours-Morning-WebAttacks,RSH,0.19765653,0.00744115,26.17966032,4,FALSE
Thursday-WorkingHours-Morning-WebAttacks,RSH,0.184927875,0.007310418,27.96129227,0,FALSE
Thursday-WorkingHours-Morning-WebAttacks,RSH,0.191455054,0.007339525,28.49607468,1,FALSE
Thursday-WorkingHours-Morning-WebAttacks,RSH,0.194739962,0.007379847,28.69527483,2,FALSE
Thursday-WorkingHours-Morning-WebAttacks,RSH,0.171345497,0.007266494,27.38192582,5,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,RSH,0.937688287,0.009374437,45.77025652,0,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,RSH,0.906082866,0.00146224,48.21629143,5,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,RSH,0.908621376,0.000913295,45.16797662,3,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,RSH,0.905063794,0.000859398,44.9949851,7,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,RSH,0.923765659,0.003454566,47.89253044,6,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,RSH,0.94826535,0.008050628,45.13356948,1,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,RSH,0.94785826,0.005251525,46.79706788,4,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,RSH,0.948349675,0.011325642,46.58314943,9,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,RSH,0.939411993,0.004371434,46.47788811,8,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,RSH,0.940572328,0.015970245,47.88308406,2,FALSE
Friday-WorkingHours-Morning,RSH,0.428171256,0.008513371,31.6479516,7,FALSE
Friday-WorkingHours-Morning,RSH,0.441347886,0.008732695,33.11285233,5,FALSE
Friday-WorkingHours-Morning,RSH,0.376718301,0.007645703,30.0717473,9,FALSE
Friday-WorkingHours-Morning,RSH,0.386994017,0.007696959,31.98210835,6,FALSE
Friday-WorkingHours-Morning,RSH,0.393573465,0.007822316,32.41437292,8,FALSE
Friday-WorkingHours-Morning,RSH,0.380763742,0.007645351,32.95861268,0,FALSE
Friday-WorkingHours-Morning,RSH,0.419325245,0.008388452,32.80286741,2,FALSE
Friday-WorkingHours-Morning,RSH,0.414832793,0.008207593,31.57723546,1,FALSE
Friday-WorkingHours-Morning,RSH,0.465662733,0.009595815,33.5922451,4,FALSE
Friday-WorkingHours-Morning,RSH,0.426728274,0.008466281,32.13280201,3,FALSE
backdoor,SDOS,0.72731096,0.075367587,1.872058868,5,FALSE
backdoor,SDOS,0.727833433,0.073768337,1.917854548,8,FALSE
backdoor,SDOS,0.728706967,0.074281588,1.883627415,4,FALSE
backdoor,SDOS,0.734603596,0.079715029,1.880015612,0,FALSE
backdoor,SDOS,0.727691014,0.075098516,1.906830788,6,FALSE
backdoor,SDOS,0.731269076,0.077046482,1.948877096,3,FALSE
backdoor,SDOS,0.734413311,0.078048425,1.906206369,1,FALSE
backdoor,SDOS,0.733005582,0.076055073,1.908348083,9,FALSE
backdoor,SDOS,0.736210384,0.077057928,1.909647226,7,FALSE
backdoor,SDOS,0.731630055,0.075110774,1.894090176,2,FALSE
campaign,SDOS,0.594156427,0.200007806,0.668192625,6,FALSE
campaign,SDOS,0.592778138,0.198245577,0.66386199,7,FALSE
campaign,SDOS,0.592546776,0.198762834,0.744968176,2,FALSE
campaign,SDOS,0.591426806,0.198755081,0.683157682,5,FALSE
campaign,SDOS,0.59120505,0.197507244,0.665181875,0,FALSE
campaign,SDOS,0.591094302,0.198188363,0.675076008,4,FALSE
campaign,SDOS,0.594776148,0.199865234,0.666649818,3,FALSE
campaign,SDOS,0.593106025,0.199928237,0.741134882,9,FALSE
campaign,SDOS,0.592741124,0.199411296,0.687171459,1,FALSE
campaign,SDOS,0.590053768,0.197080311,0.669506311,8,FALSE
celeba,SDOS,0.578753632,0.034312439,3.266182184,0,FALSE
celeba,SDOS,0.578271737,0.034094154,3.328629732,4,FALSE
celeba,SDOS,0.578450402,0.034362236,3.312672853,8,FALSE
celeba,SDOS,0.57899134,0.034375647,3.263674021,2,FALSE
celeba,SDOS,0.57747096,0.034119849,3.220392227,7,FALSE
celeba,SDOS,0.578061851,0.034504534,3.332576513,1,FALSE
celeba,SDOS,0.578079944,0.034096357,3.319732904,6,FALSE
celeba,SDOS,0.57865835,0.034139818,3.284166336,9,FALSE
celeba,SDOS,0.579192497,0.03406585,3.257020712,5,FALSE
celeba,SDOS,0.577967684,0.034356803,3.33178544,3,FALSE
census,SDOS,0.490218013,0.055763165,8.718385696,5,FALSE
census,SDOS,0.489218696,0.055648777,8.62586236,8,FALSE
census,SDOS,0.491149961,0.055865627,8.615611076,3,FALSE
census,SDOS,0.49031745,0.055767599,8.601969957,7,FALSE
census,SDOS,0.489256656,0.055640405,8.6496346,1,FALSE
census,SDOS,0.490926161,0.055848538,8.644783258,9,FALSE
census,SDOS,0.490463114,0.055808836,8.706271648,4,FALSE
census,SDOS,0.490408172,0.055795805,8.62524581,0,FALSE
census,SDOS,0.490681436,0.055824404,8.689185143,2,FALSE
census,SDOS,0.490259567,0.055755091,8.678492785,6,FALSE
cover,SDOS,0.511831121,0.012444234,4.097381353,7,FALSE
cover,SDOS,0.513038354,0.012502834,4.112120152,6,FALSE
cover,SDOS,0.508485518,0.012181821,4.094224215,5,FALSE
cover,SDOS,0.512960665,0.012260968,4.103932381,0,FALSE
cover,SDOS,0.513008411,0.011946976,4.119247913,2,FALSE
cover,SDOS,0.511300232,0.012418101,4.12934351,4,FALSE
cover,SDOS,0.511085372,0.01210882,4.107282639,8,FALSE
cover,SDOS,0.513978659,0.012314658,4.119577408,3,FALSE
cover,SDOS,0.513578171,0.012265732,4.194077969,1,FALSE
cover,SDOS,0.510147644,0.012149927,4.168966532,9,FALSE
donors,SDOS,0.798136097,0.125063922,9.280859232,7,FALSE
donors,SDOS,0.797131492,0.124105391,9.34429884,5,FALSE
donors,SDOS,0.797815883,0.124867947,9.282414198,9,FALSE
donors,SDOS,0.797423555,0.124206295,9.156358004,4,FALSE
donors,SDOS,0.797194751,0.124163321,9.159093618,1,FALSE
donors,SDOS,0.797782043,0.124587735,9.205097675,0,FALSE
donors,SDOS,0.796902386,0.123837719,9.354047537,6,FALSE
donors,SDOS,0.797444915,0.124104342,9.158698797,3,FALSE
donors,SDOS,0.798159574,0.124718764,9.477422476,8,FALSE
donors,SDOS,0.798512933,0.125168036,9.34239769,2,FALSE
fraud,SDOS,0.946642265,0.347322649,4.475734949,9,FALSE
fraud,SDOS,0.945054752,0.340971425,4.487984896,4,FALSE
fraud,SDOS,0.946069793,0.347630568,4.421239614,7,FALSE
fraud,SDOS,0.946288455,0.347649648,4.400079727,1,FALSE
fraud,SDOS,0.946972269,0.347892919,4.458016634,6,FALSE
fraud,SDOS,0.947025457,0.347255245,4.444496155,3,FALSE
fraud,SDOS,0.947718872,0.346954952,4.402905703,8,FALSE
fraud,SDOS,0.946076535,0.33791994,4.441777468,0,FALSE
fraud,SDOS,0.946822015,0.346414958,4.527210712,2,FALSE
fraud,SDOS,0.947387173,0.347601074,4.416282177,5,FALSE
http,SDOS,0.080976265,0.005063816,8.151325941,5,FALSE
http,SDOS,0.07931155,0.005028752,8.156822205,7,FALSE
http,SDOS,0.07944456,0.005050167,8.203659296,4,FALSE
http,SDOS,0.074153344,0.004856188,8.115072012,2,FALSE
http,SDOS,0.084374485,0.005200265,8.06519556,6,FALSE
http,SDOS,0.078608891,0.004942331,8.210042953,3,FALSE
http,SDOS,0.081541534,0.005171755,8.215895891,1,FALSE
http,SDOS,0.079606317,0.005051803,8.266497374,9,FALSE
http,SDOS,0.079126951,0.005027998,8.194674492,0,FALSE
http,SDOS,0.081468609,0.005179231,8.084586382,8,FALSE
mammography,SDOS,0.845034648,0.14913448,0.178612471,5,FALSE
mammography,SDOS,0.845196269,0.150480444,0.162659645,0,FALSE
mammography,SDOS,0.845503313,0.151894415,0.163170338,4,FALSE
mammography,SDOS,0.844544504,0.14786002,0.235860825,2,FALSE
mammography,SDOS,0.845036409,0.148353635,0.160507202,8,FALSE
mammography,SDOS,0.844091332,0.148534053,0.160834074,3,FALSE
mammography,SDOS,0.844666336,0.146937773,0.160172224,6,FALSE
mammography,SDOS,0.848118473,0.151242087,0.162218571,7,FALSE
mammography,SDOS,0.848100163,0.150328524,0.182732582,9,FALSE
mammography,SDOS,0.843118437,0.14851902,0.236057281,1,FALSE
mulcross,SDOS,0.009462726,0.051878287,3.821785688,7,FALSE
mulcross,SDOS,0.009636411,0.051878836,3.854679346,6,FALSE
mulcross,SDOS,0.009347165,0.051877427,3.82104826,3,FALSE
mulcross,SDOS,0.00911184,0.051872544,3.840834379,1,FALSE
mulcross,SDOS,0.009557537,0.051878275,3.908082485,9,FALSE
mulcross,SDOS,0.009301699,0.051874733,3.789002657,0,FALSE
mulcross,SDOS,0.009210952,0.051874397,3.851937532,2,FALSE
mulcross,SDOS,0.009330345,0.051876416,3.91201973,8,FALSE
mulcross,SDOS,0.009612965,0.051881747,3.957369566,4,FALSE
mulcross,SDOS,0.00951788,0.05187804,3.831898689,5,FALSE
nyc taxi,SDOS,0.566931256,0.067936586,0.138916254,3,FALSE
nyc taxi,SDOS,0.554670052,0.065537101,0.138998508,8,FALSE
nyc taxi,SDOS,0.559421852,0.067581776,0.140511513,2,FALSE
nyc taxi,SDOS,0.575062583,0.069986483,0.139339447,4,FALSE
nyc taxi,SDOS,0.564214744,0.069262974,0.139560699,5,FALSE
nyc taxi,SDOS,0.564885291,0.067730955,0.140239239,0,FALSE
nyc taxi,SDOS,0.566040085,0.069374164,0.140054464,7,FALSE
nyc taxi,SDOS,0.574551259,0.069236864,0.139553785,1,FALSE
nyc taxi,SDOS,0.566085564,0.069586425,0.141807795,6,FALSE
nyc taxi,SDOS,0.555246591,0.065929788,0.140156507,9,FALSE
nyc taxi shingle,SDOS,0.797207605,0.207300551,0.169797182,8,FALSE
nyc taxi shingle,SDOS,0.799779729,0.209653545,0.167054892,7,FALSE
nyc taxi shingle,SDOS,0.779856494,0.18992296,0.167969704,9,FALSE
nyc taxi shingle,SDOS,0.782463683,0.193530906,0.168652773,2,FALSE
nyc taxi shingle,SDOS,0.785966823,0.204941641,0.167723179,4,FALSE
nyc taxi shingle,SDOS,0.791664814,0.201424815,0.168554544,6,FALSE
nyc taxi shingle,SDOS,0.777291651,0.204505433,0.165626287,5,FALSE
nyc taxi shingle,SDOS,0.785322642,0.205501102,0.166430712,0,FALSE
nyc taxi shingle,SDOS,0.808196233,0.220418215,0.167141914,1,FALSE
nyc taxi shingle,SDOS,0.791322031,0.216004152,0.16557169,3,FALSE
shuttle,SDOS,0.995747041,0.859411905,0.733843803,5,FALSE
shuttle,SDOS,0.995696576,0.859327915,0.73103857,2,FALSE
shuttle,SDOS,0.995715551,0.859264877,0.720723391,7,FALSE
shuttle,SDOS,0.995509659,0.857738076,0.725607872,1,FALSE
shuttle,SDOS,0.995607134,0.858527962,0.726635218,0,FALSE
shuttle,SDOS,0.995620348,0.858647032,0.730925083,4,FALSE
shuttle,SDOS,0.995760087,0.859841614,0.72356081,3,FALSE
shuttle,SDOS,0.995643762,0.858472723,0.734130144,9,FALSE
shuttle,SDOS,0.995499447,0.858152384,0.740693808,6,FALSE
shuttle,SDOS,0.995509994,0.858016059,0.729421377,8,FALSE
smtp,SDOS,0.860901681,0.462393215,1.364943027,2,FALSE
smtp,SDOS,0.855846982,0.471244758,1.387218475,4,FALSE
smtp,SDOS,0.848628486,0.459312393,1.369119167,7,FALSE
smtp,SDOS,0.853113765,0.471565968,1.371490717,3,FALSE
smtp,SDOS,0.847877201,0.461186697,1.388321161,0,FALSE
smtp,SDOS,0.852245443,0.470049845,1.379215479,1,FALSE
smtp,SDOS,0.849307235,0.473018446,1.369976521,8,FALSE
smtp,SDOS,0.850771608,0.47089035,1.371745825,5,FALSE
smtp,SDOS,0.844584726,0.464977189,1.393572569,6,FALSE
smtp,SDOS,0.849062296,0.496407026,1.37307024,9,FALSE
insects,SDOS,0.707506929,0.109736505,5.207812786,6,FALSE
insects,SDOS,0.705307536,0.108781025,6.669075489,7,FALSE
insects,SDOS,0.705874613,0.109498278,5.76269865,0,FALSE
insects,SDOS,0.703781531,0.108211017,5.253594398,5,FALSE
insects,SDOS,0.702548437,0.107700854,5.250992775,9,FALSE
insects,SDOS,0.704872742,0.108902921,4.941023827,2,FALSE
insects,SDOS,0.702422904,0.107857287,4.753187418,8,FALSE
insects,SDOS,0.704845862,0.108267004,5.175812244,4,FALSE
insects,SDOS,0.704976147,0.108666105,5.610087872,3,FALSE
insects,SDOS,0.70851714,0.1094893,5.609570503,1,FALSE
Tuesday-WorkingHours,SDOS,0.545698941,0.036994644,12.28753853,5,FALSE
Tuesday-WorkingHours,SDOS,0.545721733,0.037081732,12.30174398,8,FALSE
Tuesday-WorkingHours,SDOS,0.544771458,0.036974324,11.73199725,9,FALSE
Tuesday-WorkingHours,SDOS,0.546328771,0.037052848,11.99172664,1,FALSE
Tuesday-WorkingHours,SDOS,0.545326089,0.036894689,14.4659822,4,FALSE
Tuesday-WorkingHours,SDOS,0.547819143,0.037179295,15.15704918,6,FALSE
Tuesday-WorkingHours,SDOS,0.544241437,0.036836393,13.96897173,2,FALSE
Tuesday-WorkingHours,SDOS,0.546592187,0.037078818,11.60375857,7,FALSE
Tuesday-WorkingHours,SDOS,0.545468671,0.036974823,12.5312674,3,FALSE
Tuesday-WorkingHours,SDOS,0.546225525,0.036892217,12.17917037,0,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SDOS,0.736516539,0.022650504,4.684742451,1,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SDOS,0.731062628,0.022140619,5.807788849,4,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SDOS,0.733416152,0.022341978,5.888353825,3,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SDOS,0.7321468,0.02222539,5.461713076,9,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SDOS,0.734457275,0.022456352,5.824913502,2,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SDOS,0.732670524,0.022267471,4.312537193,7,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SDOS,0.733742047,0.022363388,4.278761148,0,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SDOS,0.734916178,0.022498344,4.256739616,5,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SDOS,0.729876354,0.022007355,5.78319025,8,FALSE
Thursday-WorkingHours-Morning-WebAttacks,SDOS,0.734394866,0.022440764,4.700037003,6,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SDOS,0.941602807,0.00202923,8.814934015,7,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SDOS,0.941475357,0.002012421,9.871446371,3,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SDOS,0.941228157,0.001957355,9.865384817,2,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SDOS,0.94143897,0.002059158,7.232209206,1,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SDOS,0.940647123,0.001935808,7.486251831,8,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SDOS,0.942118672,0.002038131,9.822810888,9,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SDOS,0.941284567,0.001976427,7.2415483,0,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SDOS,0.941000884,0.001964092,9.845139265,4,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SDOS,0.941621674,0.001955493,7.467182398,5,FALSE
Thursday-WorkingHours-Afternoon-Infilteration,SDOS,0.942288477,0.002032354,7.629202604,6,FALSE
Friday-WorkingHours-Morning,SDOS,0.598277615,0.011726972,4.680066109,6,FALSE
Friday-WorkingHours-Morning,SDOS,0.599461781,0.011760494,6.515562057,2,FALSE
Friday-WorkingHours-Morning,SDOS,0.596422158,0.011676042,4.89325738,7,FALSE
Friday-WorkingHours-Morning,SDOS,0.597292236,0.011693064,4.86919713,5,FALSE
Friday-WorkingHours-Morning,SDOS,0.592820271,0.011581231,4.7852211,8,FALSE
Friday-WorkingHours-Morning,SDOS,0.601618713,0.011858204,6.532370329,0,FALSE
Friday-WorkingHours-Morning,SDOS,0.596157019,0.011680545,6.562961578,1,FALSE
Friday-WorkingHours-Morning,SDOS,0.599951205,0.011797226,4.940518856,3,FALSE
Friday-WorkingHours-Morning,SDOS,0.604147323,0.011920296,4.919274092,9,FALSE
Friday-WorkingHours-Morning,SDOS,0.592580805,0.011547594,5.453314781,4,FALSE
backdoor,oIF,0.800972269,0.071881915,796.1902549,3,FALSE
backdoor,oIF,0.512565467,0.02929595,794.5339363,2,FALSE
